lakeid,sampledate,yearfrac,wtemp,o2,o2sat,cond,frlight,chlor,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac
TB,7/15/1981,81.5340,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.534
TB,7/29/1981,81.5730,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.573
TB,8/12/1981,81.6110,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.611
TB,8/27/1981,81.6520,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.652
TB,9/14/1981,81.7010,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.701
TB,9/26/1981,81.7340,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.734
TB,10/23/1981,81.8080,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.808
TB,1/27/1982,82.0740,2.67,3.28,24.98,20.02,,18.28,,4.65,,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.074
TB,3/3/1982,82.1699,2.76,1.90,14.46,19.64,,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.170
TB,4/6/1982,82.2630,2.30,1.19,8.78,23.16,,0.70,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.263
TB,5/12/1982,82.3616,6.34,1.90,18.93,22.51,0.09,5.62,,4.73,,42.95,,,,,4.48,0.00,,,,,,1083.55,,,,0.31,3.07,1.35,0.39,0.18,0.71,,,,,,,,,1982.362
TB,5/24/1982,82.3945,7.74,2.12,22.05,25.85,0.10,11.84,,4.50,,,,,,,0.00,0.00,,,,,,1160.61,,,,,,,,,,,,,,,,,,1982.395
TB,6/7/1982,82.4329,8.54,2.02,22.15,,0.14,31.53,,5.26,,,,,,,2.54,0.00,,,,,,873.49,,,,,,,,,,,,,,,,,,1982.433
TB,6/21/1982,82.4712,9.29,,,23.24,0.11,57.37,18.48,4.61,,,,,,,0.00,0.00,,,,,,984.27,,,,,,,,,,,,,,,,,,1982.471
TB,7/7/1982,82.5151,12.35,1.58,20.05,22.19,0.13,19.90,7.79,4.67,,,,,,,8.07,0.00,,,,,,863.68,,,,,,,,,,,,,,,,,,1982.515
TB,7/22/1982,82.5562,12.29,1.88,24.01,,,14.22,15.94,4.60,,,,,,,0.00,0.00,138.15,,,,,859.52,,,,,,,,,,,,,,,,,,1982.556
TB,8/4/1982,82.5918,11.38,1.86,22.41,22.41,0.10,38.18,28.08,4.51,,,,,,,0.00,2.13,144.97,,,,,970.23,,,,,,,,,,,,,,,,,,1982.592
TB,8/19/1982,82.6329,12.07,,,19.18,0.10,28.30,18.09,4.83,,-4.08,,,,,0.00,0.00,129.19,,,18.75,,854.63,,,,0.44,2.56,1.29,0.41,0.18,0.68,,,,,,,,,1982.633
TB,9/7/1982,82.6849,10.78,,,,0.10,11.64,25.11,4.61,,,,,,,0.93,0.42,206.54,,,,,830.65,,,,,,,,,,,,,,,,,,1982.685
TB,9/20/1982,82.7205,9.80,3.47,35.03,,0.10,14.00,52.01,4.59,,,,,,,3.35,0.36,129.97,,,,,306.85,,,,,,,,,,,,,,,,,,1982.721
TB,10/7/1982,82.7671,9.68,3.73,37.18,,0.10,9.06,30.14,4.59,,,,,,,2.99,0.54,28.29,,,,,960.40,,,,,,,,,,,,,,,,,,1982.767
TB,10/18/1982,82.7973,8.57,3.51,33.22,,0.09,15.58,26.10,3.81,,,,,,,1.45,0.00,168.81,,,,,930.02,,,,,,,,,,,,,,,,,,1982.797
TB,11/9/1982,82.8575,4.13,4.25,34.52,24.00,0.09,11.59,4.24,4.39,,-32.97,,,,,1.73,0.00,129.88,,,4.09,,1008.34,,,,0.33,3.15,1.35,0.38,0.21,0.60,,,,,,,,,1982.858
TB,11/30/1982,82.9151,3.03,4.92,38.35,26.71,,13.22,1.96,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.915
TB,1/10/1983,83.0274,3.03,3.73,28.63,,,10.26,7.63,4.50,,,,,,,,0.51,227.70,,,,,1052.48,,,,,,,,,,,,,,,,,,1983.027
TB,2/22/1983,83.1452,2.87,2.34,17.72,22.37,,7.31,5.44,4.64,,-73.97,,,,,15.15,0.77,264.49,,,17.32,,1164.87,,,,0.28,2.77,1.32,0.43,0.18,0.73,,,,,,,,,1983.145
TB,3/24/1983,83.2274,2.80,2.16,16.27,26.00,,13.71,3.91,4.65,,,,,,,4.29,,276.99,,,,,1507.01,,,,,,,,,,,,,,,,,,1983.227
TB,5/9/1983,83.3534,6.82,3.59,33.96,22.31,0.10,9.50,2.64,4.57,,-14.33,,,,,1.66,,127.35,,,9.57,,348.58,,,,0.26,2.66,1.26,0.39,0.15,0.61,,,,,,,,,1983.353
TB,5/24/1983,83.3945,7.00,2.44,24.12,23.87,,7.97,2.38,4.48,,,,,,,0.00,,163.88,,,,,791.02,,,,,,,,,,,,,,,,,,1983.395
TB,6/9/1983,83.4384,8.80,2.47,26.68,23.23,0.12,7.01,2.31,4.59,,,,,,,0.79,,176.79,,,,,894.89,,,,,,,,,,,,,,,,,,1983.438
TB,6/23/1983,83.4767,9.51,1.28,15.45,24.56,0.11,16.26,7.66,4.51,,,,,,,0.36,,11.51,,,,,910.06,,,,,,,,,,,,,,,,,,1983.477
TB,7/5/1983,83.5096,10.72,2.35,27.19,26.00,0.10,26.43,3.00,4.50,,,,,,,1.37,,12.56,,,,,,,,,,,,,,,,,,,,,,,1983.510
TB,7/19/1983,83.5479,11.86,2.38,29.69,20.67,0.10,12.95,4.07,4.51,,,,,,,2.10,,0.00,,,,,1431.19,,,,,,,,,,,,,,,,,,1983.548
TB,8/3/1983,83.5890,12.23,2.37,29.80,,0.10,18.76,8.21,4.62,,,,,,,0.00,,113.38,,,,,,,,,,,,,,,,,,,,,,,1983.589
TB,8/17/1983,83.6274,12.10,2.52,30.83,24.56,,23.00,12.27,4.59,,-13.47,,,,,0.00,,324.86,,,9.69,,1018.42,,,,0.27,2.20,1.33,0.42,0.17,0.70,,,,,,,,,1983.627
TB,9/8/1983,83.6877,11.91,1.63,19.25,23.56,0.10,16.98,27.53,4.57,,,,,,,1.25,,234.98,,,,,987.29,,,,,,,,,,,,,,,,,,1983.688
TB,9/28/1983,83.7425,10.18,3.05,32.28,20.40,0.10,11.62,17.33,4.55,,,,,,,0.39,,148.72,,,,,946.34,,,,,,,,,,,,,,,,,,1983.743
TB,10/19/1983,83.8000,7.18,4.20,37.77,23.34,0.10,11.13,7.98,4.46,,,,,,,0.00,,215.19,,,,,939.20,,,,,,,,,,,,,,,,,,1983.800
TB,11/14/1983,83.8712,3.88,4.03,32.56,23.45,0.09,5.00,2.50,4.49,,-21.66,,,,,0.00,,206.77,,,8.94,,1028.00,,,,0.29,2.92,1.38,0.43,0.14,0.65,,,,,,,,,1983.871
TB,1/3/1984,84.0082,2.76,2.76,21.17,23.98,,3.98,1.49,4.52,,,,,,,4.33,,215.42,,,,,1084.25,,,,,,,,,,,,,,,,,,1984.008
TB,2/28/1984,84.1612,2.68,1.84,13.99,22.91,,5.45,1.37,4.60,,5.79,,,,,6.54,,456.34,,,40.13,,1319.32,,,,0.33,2.70,1.43,0.45,0.19,0.68,,,,,,,,,1984.161
TB,4/4/1984,84.2596,2.78,3.00,23.00,22.77,,15.52,1.36,4.56,,,,,,,7.18,,301.57,,,,,724.44,,,,,,,,,,,,,,,,,,1984.260
TB,5/8/1984,84.3525,5.39,4.42,38.16,23.27,0.09,11.97,1.05,4.49,,-6.02,,,,,1.27,,139.38,,,26.12,,752.07,,,,0.27,2.62,1.35,0.41,0.14,0.67,,,,,,,,,1984.353
TB,5/22/1984,84.3907,7.72,3.62,35.59,23.15,0.10,10.07,1.55,4.50,,,,,,,3.72,,288.95,,,,,759.61,,,,,,,,,,,,,,,,,,1984.391
TB,6/4/1984,84.4262,8.73,2.64,27.79,24.76,0.10,9.73,2.67,4.49,,,,,,,0.00,,141.94,,,,,773.47,,,,,,,,,,,,,,,,,,1984.426
TB,6/19/1984,84.4672,10.51,2.29,26.59,22.91,0.09,9.30,2.30,4.64,,,,,,,2.10,,148.54,,,,,692.62,,,,,,,,,,,,,,,,,,1984.467
TB,7/2/1984,84.5027,10.52,2.24,26.28,23.82,0.11,16.93,1.61,4.68,,,,,,,0.22,,177.33,,,,,701.37,,,,,,,,,,,,,,,,,,1984.503
TB,7/17/1984,84.5437,10.37,2.09,24.19,22.29,0.11,17.31,1.38,4.71,,,,,,,0.46,,121.58,,,,,572.55,,,,,,,,,,,,,,,,,,1984.544
TB,8/1/1984,84.5847,11.86,2.33,28.35,24.94,0.11,30.03,2.06,4.69,,,,,,,0.00,,221.90,,,,,703.42,,,,,,,,,,,,,,,,,,1984.585
TB,8/15/1984,84.6230,12.61,2.09,25.62,23.11,0.11,13.79,7.57,4.61,,-10.75,,,,,0.00,,280.02,,,17.64,,661.07,,,,0.28,2.31,1.44,0.44,0.14,0.66,,,,,,,,,1984.623
TB,9/6/1984,84.6831,11.13,2.99,32.32,24.23,0.11,9.96,16.65,4.65,,,,,,,2.47,,338.12,,,,,980.95,,,,,,,,,,,,,,,,,,1984.683
TB,9/27/1984,84.7404,9.69,3.01,30.10,19.76,0.11,20.97,20.27,4.62,,,,,,,1.73,,153.63,,,,,607.54,,,,,,,,,,,,,,,,,,1984.740
TB,10/17/1984,84.7951,9.16,3.86,37.43,24.83,0.14,10.55,9.27,4.57,,,,,,,0.91,,264.37,,,,,688.37,,,,,,,,,,,,,,,,,,1984.795
TB,11/8/1984,84.8552,4.31,4.01,32.76,23.00,0.09,4.43,2.44,4.50,,-1.13,,,,,3.28,,138.61,,,9.40,,724.00,,,,0.28,2.94,1.24,0.43,0.17,0.65,,,,,,,,,1984.855
TB,1/15/1985,85.0411,2.68,3.19,24.40,23.56,0.09,20.79,2.47,4.53,,,,,,,4.29,,220.06,,,,,815.00,,,,,,,,,,,,,,,,,,1985.041
TB,2/27/1985,85.1589,2.50,2.62,19.74,22.83,0.10,2.55,2.33,4.63,,8.91,,,,,6.66,,261.91,,,21.22,,885.44,,,,0.30,2.78,1.45,0.45,0.18,0.70,,,,,,,,,1985.159
TB,3/25/1985,85.2301,2.81,3.04,23.17,22.30,0.10,14.87,4.91,4.65,,,,,,,0.00,,248.92,,,,,906.03,,,,,,,,,,,,,,,,,,1985.230
TB,4/10/1985,85.2740,,,,,,14.52,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.274
TB,4/29/1985,85.3260,5.36,2.51,22.58,21.93,0.10,5.85,2.10,4.62,,-7.98,,,,,0.00,,228.57,,,13.00,,733.84,,,,0.24,2.54,1.25,0.42,0.17,0.60,,,,,,,,,1985.326
TB,5/13/1985,85.3644,7.52,2.24,23.51,22.75,0.11,8.75,1.09,4.52,,,,,,,1.34,,171.95,,,,,753.29,,,,,,,,,,,,,,,,,,1985.364
TB,5/31/1985,85.4137,7.77,2.11,22.53,22.11,0.10,41.42,1.26,4.48,,,,,,,3.29,,114.97,,,,,819.49,,,,,,,,,,,,,,,,,,1985.414
TB,6/12/1985,85.4466,8.73,2.31,25.13,23.34,0.10,24.09,1.47,4.45,,,,,,,0.00,0.00,164.18,,,,,859.75,,,,,,,,,,,,,,,,,,1985.447
TB,6/27/1985,85.4877,9.68,2.40,27.70,24.16,0.09,43.26,6.97,4.42,,,,,,,0.56,,129.87,,,,,792.64,,,,,,,,,,,,,,,,,,1985.488
TB,7/11/1985,85.5260,10.38,2.09,24.65,22.36,0.10,24.30,3.93,4.55,,,,,,,1.37,,117.45,,,,,781.57,,,,,,,,,,,,,,,,,,1985.526
TB,7/24/1985,85.5616,10.92,2.12,24.68,21.96,0.10,19.59,5.08,4.59,,,,,,,1.56,,86.49,,,,,758.73,,,,,,,,,,,,,,,,,,1985.562
TB,8/6/1985,85.5973,11.57,1.92,23.36,24.81,0.09,23.34,8.97,4.48,,,,,,,3.05,,197.03,,,,,871.34,,,,,,,,,,,,,,,,,,1985.597
TB,8/21/1985,85.6384,10.32,1.78,19.14,24.40,0.10,29.36,7.21,4.50,,-1.43,3.02,,17.64,,1.94,,156.27,,,10.76,,819.09,,,,0.26,2.15,1.27,0.40,0.18,0.64,,,,,,,,,1985.638
TB,9/9/1985,85.6904,10.98,2.02,22.82,21.77,0.10,35.95,4.61,4.54,,,,,,,2.22,,46.71,,,,,708.37,,,,,,,,,,,,,,,,,,1985.690
TB,10/1/1985,85.7507,7.71,3.39,31.31,22.06,0.11,22.40,5.33,4.53,,,,,,,0.00,,140.68,,,,,775.41,,,,,,,,,,,,,,,,,,1985.751
TB,10/23/1985,85.8110,6.65,3.98,35.31,22.24,0.11,18.49,3.28,4.46,,,,,,,3.36,,233.56,,,,,938.88,,,,,,,,,,,,,,,,,,1985.811
TB,11/12/1985,85.8658,3.70,4.38,35.24,24.74,0.09,8.30,0.84,4.41,,-18.36,,,,,3.30,,137.09,,,15.18,,875.04,,,,0.28,2.57,1.33,0.41,0.18,0.65,,,,,,,,,1985.866
TB,1/10/1986,86.0274,3.08,0.39,3.00,24.04,0.11,3.73,1.51,4.43,,,,,,,5.71,,179.86,,,,,929.25,,,,,,,,,,,,,,,,,,1986.027
TB,2/25/1986,86.1534,2.67,0.10,0.77,23.04,0.17,1.91,1.98,4.52,,12.33,4.02,,19.26,,1.33,,241.60,,,24.76,,950.91,,,,0.27,2.13,1.37,0.42,0.17,0.61,,,,,,,,,1986.153
TB,3/31/1986,86.2466,2.46,1.10,8.21,20.19,0.13,2.84,1.66,4.63,,,,,,,20.18,,191.62,,,,,829.21,,,,,,,,,,,,,,,,,,1986.247
TB,4/21/1986,86.3041,5.13,2.73,24.20,23.00,0.09,4.01,2.97,4.69,,3.71,3.11,3.59,18.66,19.18,6.87,,269.32,898.94,904.13,32.58,44.72,921.87,889.93,1029.05,0.71,0.25,1.91,1.36,0.38,0.14,0.62,,,,,,,,,1986.304
TB,5/6/1986,86.3452,6.24,2.72,26.25,,0.10,6.80,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.345
TB,5/21/1986,86.3863,7.37,2.10,21.72,,0.10,4.13,2.72,4.57,,,3.63,3.70,18.31,18.19,2.87,,225.71,765.08,906.65,10.29,24.53,808.10,830.31,803.82,1.39,,,,,,,,,,,,,,,1986.386
TB,6/3/1986,86.4219,8.52,1.72,18.47,,0.10,18.03,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.422
TB,6/16/1986,86.4575,8.74,1.98,21.41,,0.11,8.63,6.66,4.68,,,3.74,4.21,18.40,18.25,1.23,,317.03,758.24,809.86,6.02,15.57,351.11,888.44,923.83,2.59,,,,,,,,,,,,,,,1986.458
TB,7/1/1986,86.4986,10.23,1.58,18.24,,0.10,6.61,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.499
TB,7/15/1986,86.5370,10.20,2.04,22.84,,0.09,15.89,7.29,4.72,,,3.81,4.42,17.76,17.84,0.00,0.00,208.06,731.70,821.70,15.84,28.08,779.72,782.29,812.79,0.84,,,,,,,,,,,,,,,1986.537
TB,7/29/1986,86.5753,12.18,1.17,14.66,,0.10,8.23,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.575
TB,8/13/1986,86.6164,11.11,1.87,21.99,21.07,0.10,7.00,17.11,4.66,,-6.19,3.99,4.60,19.51,19.49,7.88,,78.58,643.57,755.15,20.80,17.21,844.78,825.54,867.24,0.98,0.34,2.02,1.37,0.39,0.14,0.62,,,,,,,,,1986.616
TB,8/26/1986,86.6521,10.78,1.72,19.36,,0.11,9.61,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.652
TB,9/8/1986,86.6877,9.54,1.89,19.54,,0.10,9.37,18.52,4.69,,,4.65,5.26,18.86,18.92,3.50,,285.34,749.00,870.84,1.61,15.76,975.47,1278.34,1021.42,,,,,,,,,,,,,,,,1986.688
TB,9/25/1986,86.7342,9.51,3.22,32.74,,0.09,11.02,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.734
TB,10/6/1986,86.7644,8.63,3.55,33.84,,0.09,6.78,12.52,4.76,,,3.97,4.75,17.91,18.55,0.00,,298.86,766.39,916.29,13.23,22.69,1010.79,949.99,1026.91,,,,,,,,,,,,,,,,1986.764
TB,10/23/1986,86.8110,6.97,4.32,38.59,,0.09,2.84,11.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.811
TB,11/4/1986,86.8438,5.29,4.43,37.12,,0.09,1.53,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.844
TB,11/7/1986,86.8521,5.00,3.93,32.71,23.02,,,,4.62,,-21.17,2.92,3.10,17.59,17.59,3.58,,127.32,574.66,613.72,8.56,15.55,748.73,724.37,735.76,,0.36,2.43,1.26,0.40,0.14,0.60,,,,,,,,,1986.852
TB,1/15/1987,87.0411,3.32,0.73,5.68,,0.10,0.84,1.88,4.75,4.84,,3.17,3.48,18.22,18.33,31.51,,378.91,670.23,675.44,17.58,18.88,1008.55,980.80,977.55,,,,,,,,,,,,,,,,1987.041
TB,2/23/1987,87.1479,2.99,0.60,4.61,23.07,0.10,0.76,1.84,4.79,4.82,-1.76,4.02,4.25,19.15,19.16,17.92,,303.18,794.03,793.92,18.43,24.19,997.84,980.46,984.01,,0.36,2.48,1.37,0.42,0.16,0.63,,,,,,,,,1987.148
TB,3/20/1987,87.2164,3.00,0.48,3.65,,0.10,0.72,3.68,4.72,4.87,,3.38,3.56,19.40,19.17,10.55,,322.07,537.19,586.91,18.90,28.45,972.30,991.83,988.76,,,,,,,,,,,,,,,,1987.216
TB,4/13/1987,87.2822,4.46,0.96,8.25,20.64,0.20,2.51,3.63,4.94,5.10,6.40,2.91,3.36,17.25,16.57,2.04,,531.22,1001.99,1035.83,42.86,56.88,1255.53,1212.90,1335.34,,0.39,1.83,1.25,0.39,0.15,0.61,,,,,,,,,1987.282
TB,4/30/1987,87.3288,6.26,2.55,24.70,,0.10,2.53,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.329
TB,5/18/1987,87.3781,7.46,1.42,14.64,,0.10,17.21,4.63,4.79,4.95,,3.43,4.49,17.51,18.41,1.07,,286.91,578.30,621.71,25.52,43.98,993.38,999.57,1041.35,1.10,,,,,,,,,,,,,,,1987.378
TB,6/3/1987,87.4219,8.64,2.29,25.08,,0.10,42.99,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.422
TB,6/22/1987,87.4740,10.52,2.10,25.32,,,27.19,53.21,4.99,5.19,,3.30,2.98,16.49,15.61,8.71,,235.61,675.16,727.30,20.26,31.62,894.30,914.34,907.34,1.45,,,,,,,,,,,,,,,1987.474
TB,7/1/1987,87.4986,9.94,2.22,25.32,,,61.32,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.499
TB,7/16/1987,87.5397,10.76,2.19,25.52,,0.11,46.70,27.82,4.78,4.92,,3.53,4.12,16.11,16.51,10.57,,331.54,620.84,808.36,15.54,23.25,701.81,751.67,848.85,2.54,,,,,,,,,,,,,,,1987.540
TB,7/28/1987,87.5726,11.29,2.24,27.04,,0.10,31.58,48.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.573
TB,8/12/1987,87.6137,11.27,1.58,18.31,22.64,0.12,45.46,25.55,4.90,5.02,7.25,3.48,4.09,17.94,17.84,5.78,,193.67,579.00,782.03,15.63,37.28,695.83,725.48,848.92,3.14,0.29,1.75,1.37,0.40,0.15,0.63,,,,,,,,,1987.614
TB,8/24/1987,87.6466,10.51,2.05,22.25,,0.11,23.87,31.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.647
TB,9/10/1987,87.6932,10.11,2.41,25.84,,0.10,21.78,27.20,4.95,5.16,,4.30,4.72,16.65,16.53,2.87,,179.15,477.23,686.50,5.78,21.93,829.93,860.51,978.38,1.76,,,,,,,,,,,,,,,1987.693
TB,9/24/1987,87.7315,10.57,3.26,34.26,,0.11,8.99,25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.732
TB,10/6/1987,87.7644,8.39,4.24,40.03,,0.10,7.65,14.18,4.94,5.15,,3.82,3.89,15.91,15.72,0.00,,236.96,668.69,606.55,16.06,15.10,863.94,863.48,799.01,1.91,,,,,,,,,,,,,,,1987.764
TB,10/19/1987,87.8000,6.80,4.31,38.02,,0.21,4.09,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.800
TB,11/2/1987,87.8384,5.05,4.02,33.49,21.42,0.10,3.84,3.27,4.86,4.99,20.94,3.92,4.32,16.90,16.37,9.93,,340.48,408.68,487.15,14.36,22.92,1073.92,1071.82,1088.73,1.39,0.30,1.96,1.44,0.39,0.16,0.64,,,,,,,,,1987.838
TB,11/19/1987,87.8849,3.63,4.13,33.14,,0.10,3.38,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.885
TB,1/14/1988,88.0383,3.00,3.25,25.22,,,1.43,1.85,4.85,5.09,,2.46,2.67,15.90,15.76,18.91,,326.14,646.38,594.17,13.42,16.10,921.86,891.32,885.16,,,,,,,,,,,,,,,,1988.038
TB,3/1/1988,88.1667,2.64,2.18,16.66,23.02,,1.59,1.78,4.98,5.24,15.23,4.24,4.50,17.04,16.88,12.01,,332.94,886.25,793.65,34.07,30.19,1143.35,1165.85,1079.07,,0.36,2.55,1.47,0.43,0.19,0.67,,,,,,,,,1988.167
TB,3/23/1988,88.2268,2.56,2.08,15.73,,0.11,34.98,10.44,4.90,4.97,,1.79,2.18,16.14,16.00,19.76,,239.16,655.99,952.73,11.35,32.08,963.87,941.95,922.07,,,,,,,,,,,,,,,,1988.227
TB,4/21/1988,88.3060,4.60,5.84,48.22,20.74,0.09,18.42,5.86,4.78,4.91,-6.43,2.53,2.88,14.75,15.55,12.21,,152.80,479.87,613.34,13.52,22.76,841.50,874.87,893.51,,0.33,2.51,1.31,0.38,0.18,0.62,,,,,,,,,1988.306
TB,5/10/1988,88.3579,7.06,4.18,39.00,,0.10,7.97,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.358
TB,5/24/1988,88.3962,7.67,3.60,34.64,,0.10,6.95,5.26,4.83,5.04,,2.74,3.21,14.93,15.03,1.41,,111.12,636.79,658.76,7.23,16.71,724.75,720.72,733.36,,,,,,,,,,,,,,,,1988.396
TB,6/6/1988,88.4317,9.49,4.12,44.40,,0.10,13.01,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.432
TB,6/20/1988,88.4699,10.33,2.95,33.74,,0.11,23.87,8.63,4.93,5.13,,3.96,4.45,14.83,15.04,10.03,,221.47,548.53,645.79,7.02,19.55,456.26,450.14,641.89,2.22,,,,,,,,,,,,,,,1988.470
TB,7/4/1988,88.5082,10.69,2.38,27.74,,0.11,22.97,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.508
TB,7/20/1988,88.5519,12.19,2.83,34.22,,0.11,38.35,13.87,4.86,4.99,,4.20,4.85,15.59,15.74,6.27,,128.34,522.82,645.03,7.06,22.24,517.04,487.65,783.89,4.64,,,,,,,,,,,,,,,1988.552
TB,8/3/1988,88.5902,12.56,2.64,32.56,,0.11,56.67,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.590
TB,8/16/1988,88.6257,12.98,2.49,30.07,23.21,0.11,20.82,15.11,4.76,4.88,9.34,4.13,3.48,15.13,11.92,3.55,,59.48,470.53,807.24,13.26,26.33,462.58,453.25,693.66,6.03,0.36,1.98,1.05,0.41,0.20,0.66,,,,,,,,,1988.626
TB,8/31/1988,88.6667,11.73,3.06,34.11,,0.11,16.21,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.667
TB,9/15/1988,88.7077,10.25,3.91,40.49,,0.11,16.78,19.45,4.91,5.14,,4.75,5.12,13.66,13.60,5.37,,209.20,510.89,445.79,14.52,13.94,620.30,629.55,663.69,2.60,,,,,,,,,,,,,,,1988.708
TB,9/28/1988,88.7432,9.59,3.54,35.33,,0.10,20.36,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.743
TB,10/11/1988,88.7787,7.78,4.07,37.20,,0.10,5.91,9.10,4.99,5.15,,4.22,4.43,13.67,13.53,8.71,,110.64,375.85,411.05,7.91,13.11,607.62,615.74,600.69,2.01,,,,,,,,,,,,,,,1988.779
TB,10/25/1988,88.8169,2.59,5.90,46.08,,0.10,7.41,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.817
TB,11/3/1988,88.8415,1.78,7.61,58.03,16.74,0.09,12.58,3.32,4.91,5.24,2.17,2.83,3.22,13.23,13.27,6.36,,60.23,327.56,401.31,1.32,15.47,640.50,680.20,704.27,1.47,0.36,2.51,1.32,0.40,0.17,0.68,,,,,,,,,1988.842
TB,1/17/1989,89.0466,2.54,6.77,51.87,,0.11,12.48,7.28,4.95,5.34,,3.47,3.73,14.92,14.91,6.33,,183.33,579.76,645.00,1.85,14.78,805.82,832.72,813.09,,,,,,,,,,,,,,,,1989.047
TB,3/6/1989,89.1781,2.43,4.32,32.72,21.55,0.12,0.99,4.22,4.94,5.29,5.43,4.51,4.84,14.44,14.49,5.24,,310.16,548.10,604.38,7.64,14.93,820.85,765.59,769.68,,0.34,2.67,1.55,0.42,0.20,0.68,,,,,,,,,1989.178
